track_id,track_name,artist,album_name,release_date,duration_ms,popularity,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,_genre_synth,_synthetic
syn_000020,Synthetic Track 20,Synthetic Artist 0,Synthetic Album 1,2022-09-21,179635,60,,0.4899,0.4188,11,-5.647,0,0.0967,0.2469,0.0676,0.0331,0.429,137.508,country,True
syn_000021,Synthetic Track 21,Synthetic Artist 0,Synthetic Album 1,2023-10-22,159432,27,,0.7433,0.6734,2,-6.239,1,0.0311,0.1715,0.0519,0.0602,0.4058,109.197,hiphop,True
syn_000022,Synthetic Track 22,Synthetic Artist 0,Synthetic Album 1,2024-11-23,194794,12,,0.0401,0.0,4,-14.994,0,0.1721,1.0,0.9611,0.1803,0.3736,136.405,ambient,True
syn_000023,Synthetic Track 23,Synthetic Artist 0,Synthetic Album 1,2025-12-24,240978,79,,0.4124,0.8451,1,-1.57,0,0.1193,0.0809,0.4351,0.1646,0.5989,125.529,metal,True
syn_000024,Synthetic Track 24,Synthetic Artist 0,Synthetic Album 2,2018-01-25,154391,42,,0.5456,0.6246,8,-0.927,1,0.0907,0.0662,0.4476,0.3395,0.7364,106.173,country,True
syn_000025,Synthetic Track 25,Synthetic Artist 1,Synthetic Album 2,2019-02-26,168849,28,,0.3793,0.6559,1,-4.776,0,0.0227,0.0167,0.0111,0.0387,0.6755,130.586,rock,True
syn_000026,Synthetic Track 26,Synthetic Artist 1,Synthetic Album 2,2020-03-27,276868,33,,0.8257,0.8181,6,-4.307,1,0.1625,0.0492,0.5571,0.0776,0.5931,143.976,edm,True
syn_000027,Synthetic Track 27,Synthetic Artist 1,Synthetic Album 2,2021-04-28,179253,73,,0.5564,0.5307,1,-6.283,0,0.0082,0.2206,0.0207,0.1694,0.2536,123.526,pop,True
syn_000028,Synthetic Track 28,Synthetic Artist 1,Synthetic Album 2,2022-05-01,197981,45,,0.9165,0.5334,1,-3.502,0,0.522,0.3137,0.0061,0.2639,0.6941,66.199,pop,True
syn_000029,Synthetic Track 29,Synthetic Artist 1,Synthetic Album 2,2023-06-02,172899,71,,0.5554,0.2935,3,-5.744,0,0.0018,0.1738,0.0041,0.1802,0.3145,120.227,rnb,True
syn_000030,Synthetic Track 30,Synthetic Artist 1,Synthetic Album 2,2024-07-03,191421,50,,0.5595,0.5752,6,-5.414,1,0.0417,0.4929,0.0998,0.2877,0.1484,108.275,country,True
syn_000031,Synthetic Track 31,Synthetic Artist 1,Synthetic Album 2,2025-08-04,122817,51,,0.5665,0.34,0,-6.691,0,0.0031,0.43,0.6113,0.1467,0.5822,72.175,lofi,True
syn_000032,Synthetic Track 32,Synthetic Artist 1,Synthetic Album 2,2018-09-05,178851,2,,0.8346,0.6193,2,-4.395,0,0.1455,0.0238,0.0025,0.4448,0.7114,110.861,hiphop,True
syn_000033,Synthetic Track 33,Synthetic Artist 1,Synthetic Album 2,2019-10-06,289184,19,,0.853,0.8451,8,-2.197,0,0.2967,0.3002,0.1374,0.4328,0.7987,109.537,hiphop,True
syn_000034,Synthetic Track 34,Synthetic Artist 1,Synthetic Album 2,2020-11-07,184013,81,,0.7664,0.8931,1,-0.606,1,0.0062,0.2129,0.3107,0.0863,0.645,141.143,edm,True
syn_000035,Synthetic Track 35,Synthetic Artist 1,Synthetic Album 2,2021-12-08,176596,78,,0.4786,0.7836,11,-0.456,0,0.4814,0.2758,0.183,0.3392,0.415,154.927,rock,True
syn_000036,Synthetic Track 36,Synthetic Artist 1,Synthetic Album 3,2022-01-09,144549,58,,0.6523,0.5138,0,-6.206,0,0.051,0.0,0.3633,0.1133,0.526,118.044,pop,True
syn_000037,Synthetic Track 37,Synthetic Artist 1,Synthetic Album 3,2023-02-10,258901,59,,0.6125,0.845,0,0.0,1,0.4408,0.0,0.568,0.0892,1.0,130.428,edm,True
syn_000038,Synthetic Track 38,Synthetic Artist 1,Synthetic Album 3,2024-03-11,203306,37,,0.5971,0.7292,10,-4.277,0,0.005,0.3147,0.0035,0.1258,0.204,136.165,rock,True
syn_000039,Synthetic Track 39,Synthetic Artist 1,Synthetic Album 3,2025-04-12,196165,35,,0.6221,0.6378,9,-6.431,1,0.0036,0.2258,0.1475,0.0196,0.6144,107.969,rnb,True
syn_000040,Synthetic Track 40,Synthetic Artist 1,Synthetic Album 3,2018-05-13,186111,34,,0.7553,0.701,3,-6.884,0,0.3861,0.1902,0.0552,0.5482,0.3473,91.603,hiphop,True
syn_000041,Synthetic Track 41,Synthetic Artist 1,Synthetic Album 3,2019-06-14,141029,45,,0.2932,0.4706,2,-6.188,0,0.1002,0.3228,0.4367,0.1168,0.1407,101.797,jazz,True
syn_000042,Synthetic Track 42,Synthetic Artist 1,Synthetic Album 3,2020-07-15,234823,38,,0.4583,0.5886,5,-6.808,1,0.1105,0.4684,0.1733,0.1004,0.4612,93.077,rnb,True
syn_000043,Synthetic Track 43,Synthetic Artist 1,Synthetic Album 3,2021-08-16,223797,21,,0.6728,0.7061,9,-5.015,0,0.1114,0.0,0.0163,0.4557,0.0,86.549,hiphop,True
syn_000044,Synthetic Track 44,Synthetic Artist 1,Synthetic Album 3,2022-09-17,200770,59,,0.614,0.6028,10,-0.377,1,0.0153,0.7093,0.7607,0.6205,0.6644,118.598,jazz,True
syn_000045,Synthetic Track 45,Synthetic Artist 1,Synthetic Album 3,2023-10-18,212847,33,,0.1183,0.1486,1,-14.771,1,0.4546,0.8046,0.8198,0.3091,0.3731,50.0,classical,True
syn_000046,Synthetic Track 46,Synthetic Artist 1,Synthetic Album 3,2024-11-19,191190,63,,0.7111,0.7998,3,0.0,1,0.0072,0.1696,0.0012,0.286,0.5957,110.821,hiphop,True
syn_000047,Synthetic Track 47,Synthetic Artist 1,Synthetic Album 3,2025-12-20,295576,18,,0.6166,0.6987,2,-4.255,0,0.2002,0.3166,0.0507,0.0305,0.3373,127.337,rock,True
syn_000048,Synthetic Track 48,Synthetic Artist 1,Synthetic Album 4,2018-01-21,217932,23,,0.4762,0.4569,6,-3.136,1,0.2023,0.2012,0.0338,0.0594,0.7115,101.609,rnb,True
syn_000049,Synthetic Track 49,Synthetic Artist 1,Synthetic Album 4,2019-02-22,200337,17,,0.6331,0.3208,6,-7.645,1,0.1731,0.655,0.0047,0.1631,0.2364,112.198,pop,True
syn_000050,Synthetic Track 50,Synthetic Artist 2,Synthetic Album 4,2020-03-23,241866,39,,0.3726,0.9238,7,-0.112,0,0.2168,0.0,0.0002,0.1775,0.4083,136.125,rock,True
syn_000051,Synthetic Track 51,Synthetic Artist 2,Synthetic Album 4,2021-04-24,251162,34,,0.4917,0.4044,5,-7.342,0,0.2504,0.0,0.07,0.0317,0.427,127.472,pop,True
syn_000052,Synthetic Track 52,Synthetic Artist 2,Synthetic Album 4,2022-05-25,218222,29,,0.7447,0.4715,9,-3.903,0,0.2413,0.5125,0.0602,0.0545,0.6507,133.659,country,True
syn_000053,Synthetic Track 53,Synthetic Artist 2,Synthetic Album 4,2023-06-26,234923,33,,0.7494,0.5328,7,-9.81,0,0.0856,0.2347,0.012,0.4133,0.3848,105.395,rnb,True
syn_000054,Synthetic Track 54,Synthetic Artist 2,Synthetic Album 4,2024-07-27,165784,77,,0.8035,0.3467,9,-7.002,1,0.2035,0.0738,0.1165,0.1785,0.5031,105.805,rnb,True
syn_000055,Synthetic Track 55,Synthetic Artist 2,Synthetic Album 4,2025-08-28,129759,27,,0.3867,0.7324,7,-0.175,0,0.0015,0.0,0.138,0.0331,0.6913,101.936,country,True
syn_000056,Synthetic Track 56,Synthetic Artist 2,Synthetic Album 4,2018-09-01,160149,56,,0.5961,0.6863,9,-4.358,0,0.0136,0.013,0.6317,0.2683,0.3521,120.647,edm,True
syn_000057,Synthetic Track 57,Synthetic Artist 2,Synthetic Album 4,2019-10-02,292901,65,,0.6997,0.6405,8,-4.472,1,0.0004,0.3931,0.3555,0.3105,0.6879,122.476,indie,True
syn_000058,Synthetic Track 58,Synthetic Artist 2,Synthetic Album 4,2020-11-03,227103,38,,0.5726,0.8094,5,0.0,0,0.0895,0.0751,0.0773,0.226,0.6116,141.57,pop,True
syn_000059,Synthetic Track 59,Synthetic Artist 2,Synthetic Album 4,2021-12-04,231444,37,,0.8233,0.787,3,-0.032,0,0.1359,0.1995,0.0072,0.0385,0.3716,151.892,pop,True
syn_000060,Synthetic Track 60,Synthetic Artist 2,Synthetic Album 5,2022-01-05,219161,61,,0.462,0.7222,6,-4.201,0,0.3286,0.128,0.0994,0.238,0.3598,98.295,rnb,True
syn_000061,Synthetic Track 61,Synthetic Artist 2,Synthetic Album 5,2023-02-06,155523,24,,0.6789,0.8506,5,-6.134,1,0.0219,0.0851,0.0761,0.4217,0.5492,120.688,edm,True
syn_000062,Synthetic Track 62,Synthetic Artist 2,Synthetic Album 5,2024-03-07,223296,41,,0.6964,0.5397,1,-6.785,1,0.1881,0.0686,0.0582,0.1783,0.5222,114.692,indie,True
syn_000063,Synthetic Track 63,Synthetic Artist 2,Synthetic Album 5,2025-04-08,242206,52,,0.5587,0.6122,0,-7.545,0,0.1379,0.7108,0.0659,0.134,0.5317,91.256,country,True
syn_000064,Synthetic Track 64,Synthetic Artist 2,Synthetic Album 5,2018-05-09,206751,29,,0.6137,0.8985,10,-4.767,0,0.0437,0.0866,0.2958,0.0714,0.3185,57.504,indie,True
syn_000065,Synthetic Track 65,Synthetic Artist 2,Synthetic Album 5,2019-06-10,252146,54,,0.4404,0.479,10,-7.024,1,0.0321,0.2453,0.2348,0.1352,0.9543,88.023,indie,True
syn_000066,Synthetic Track 66,Synthetic Artist 2,Synthetic Album 5,2020-07-11,282934,28,,0.5433,0.3212,8,-6.716,1,0.0119,0.2046,0.076,0.0636,0.5137,77.136,indie,True
syn_000067,Synthetic Track 67,Synthetic Artist 2,Synthetic Album 5,2021-08-12,181285,30,,0.8186,0.7181,6,0.0,1,0.0258,0.0206,0.1018,0.4391,0.2158,83.369,hiphop,True
syn_000068,Synthetic Track 68,Synthetic Artist 2,Synthetic Album 5,2022-09-13,140531,17,,0.6546,0.3148,6,-2.04,0,0.1933,0.0,0.2728,0.3986,0.4869,116.375,pop,True
syn_000069,Synthetic Track 69,Synthetic Artist 2,Synthetic Album 5,2023-10-14,238491,34,,0.7693,0.5052,7,-8.929,1,0.1071,0.1475,0.0248,0.1176,0.4987,96.938,hiphop,True
syn_000070,Synthetic Track 70,Synthetic Artist 2,Synthetic Album 5,2024-11-15,171066,38,,0.4882,0.7535,0,-2.82,0,0.0234,0.0137,0.0906,0.1682,0.661,116.545,rock,True
syn_000071,Synthetic Track 71,Synthetic Artist 2,Synthetic Album 5,2025-12-16,224555,100,,0.5797,0.6092,1,-6.321,1,0.4339,0.2365,0.0347,0.0171,0.4131,76.448,hiphop,True
syn_000072,Synthetic Track 72,Synthetic Artist 2,Synthetic Album 6,2018-01-17,195193,47,,0.5291,0.4365,3,-3.404,0,0.0807,0.2602,0.4076,0.1742,0.2329,145.622,jazz,True
syn_000073,Synthetic Track 73,Synthetic Artist 2,Synthetic Album 6,2019-02-18,219231,16,,0.2907,0.8031,2,-4.206,1,0.0639,0.1234,0.272,0.0495,0.1771,123.712,rock,True
syn_000074,Synthetic Track 74,Synthetic Artist 2,Synthetic Album 6,2020-03-19,136103,73,,0.7009,0.724,0,-2.158,1,0.0409,0.1396,0.0117,0.5933,0.7286,128.905,pop,True
syn_000075,Synthetic Track 75,Synthetic Artist 3,Synthetic Album 6,2021-04-20,314678,56,,0.78,0.9337,7,0.0,0,0.0481,0.0,0.1147,0.2293,0.6671,134.975,rock,True
syn_000076,Synthetic Track 76,Synthetic Artist 3,Synthetic Album 6,2022-05-21,203668,44,,0.4874,0.849,0,-1.57,1,0.129,0.0639,0.0729,0.1489,0.3826,90.504,rock,True
syn_000077,Synthetic Track 77,Synthetic Artist 3,Synthetic Album 6,2023-06-22,210113,37,,0.5693,0.4044,4,-4.964,1,0.0628,0.1364,0.12,0.4584,0.5872,87.02,rnb,True
syn_000078,Synthetic Track 78,Synthetic Artist 3,Synthetic Album 6,2024-07-23,210888,53,,0.6382,0.4031,7,-8.32,1,0.0324,0.3026,0.1625,0.4645,0.6174,123.277,indie,True
syn_000079,Synthetic Track 79,Synthetic Artist 3,Synthetic Album 6,2025-08-24,196443,47,,0.5802,0.6505,5,-8.646,1,0.0402,0.4141,0.0269,0.0924,0.635,134.7,country,True
syn_000080,Synthetic Track 80,Synthetic Artist 3,Synthetic Album 6,2018-09-25,90517,27,,0.4849,0.6684,1,-7.081,0,0.1319,0.3065,0.4049,0.2171,0.3665,91.251,rnb,True
syn_000081,Synthetic Track 81,Synthetic Artist 3,Synthetic Album 6,2019-10-26,116239,81,,0.7374,0.6974,7,-2.484,0,0.0241,0.0,0.0744,0.0665,0.1779,94.25,hiphop,True
syn_000082,Synthetic Track 82,Synthetic Artist 3,Synthetic Album 6,2020-11-27,222434,0,,0.2755,0.5243,1,-5.851,0,0.0871,0.7655,0.7556,0.007,0.0,101.414,classical,True
syn_000083,Synthetic Track 83,Synthetic Artist 3,Synthetic Album 6,2021-12-28,273310,53,,0.6582,0.8398,7,-5.785,0,0.0275,0.1266,0.3337,0.0018,0.5135,109.718,pop,True
syn_000084,Synthetic Track 84,Synthetic Artist 3,Synthetic Album 7,2022-01-01,253122,34,,0.5341,0.9436,3,-1.647,1,0.005,0.0966,0.0137,0.0743,0.4763,106.153,pop,True
syn_000085,Synthetic Track 85,Synthetic Artist 3,Synthetic Album 7,2023-02-02,222959,58,,0.648,0.6943,6,0.0,1,0.0913,0.1863,0.0015,0.3842,0.2877,121.033,pop,True
syn_000086,Synthetic Track 86,Synthetic Artist 3,Synthetic Album 7,2024-03-03,215408,30,,0.5781,0.6607,3,-4.617,1,0.0457,0.4207,0.4106,0.0502,0.6559,110.056,country,True
syn_000087,Synthetic Track 87,Synthetic Artist 3,Synthetic Album 7,2025-04-04,183735,39,,0.7973,0.7381,11,-3.461,1,0.038,0.0,0.4664,0.0506,0.7382,127.541,edm,True
syn_000088,Synthetic Track 88,Synthetic Artist 3,Synthetic Album 7,2018-05-05,277525,62,,0.5065,0.607,8,-7.094,1,0.2991,0.0229,0.0157,0.6325,0.5518,122.236,pop,True
syn_000089,Synthetic Track 89,Synthetic Artist 3,Synthetic Album 7,2019-06-06,267965,45,,0.7499,0.7683,2,-3.325,0,0.0175,0.1544,0.3331,0.0817,0.6385,117.794,edm,True
syn_000090,Synthetic Track 90,Synthetic Artist 3,Synthetic Album 7,2020-07-07,191984,31,,0.6277,0.575,5,-6.23,0,0.1334,0.0542,0.0263,0.3975,0.3635,85.135,pop,True
syn_000091,Synthetic Track 91,Synthetic Artist 3,Synthetic Album 7,2021-08-08,181859,34,,0.5297,0.4885,8,-5.906,1,0.009,0.0644,0.0886,0.0355,0.6485,115.473,rnb,True
syn_000092,Synthetic Track 92,Synthetic Artist 3,Synthetic Album 7,2022-09-09,199735,76,,0.786,0.7801,8,-3.566,1,0.0897,0.0,0.3072,0.0662,0.6981,130.813,edm,True
syn_000093,Synthetic Track 93,Synthetic Artist 3,Synthetic Album 7,2023-10-10,245584,73,,0.5664,0.8155,7,-1.376,1,0.4721,0.0318,0.014,0.0819,0.3416,97.961,hiphop,True
syn_000094,Synthetic Track 94,Synthetic Artist 3,Synthetic Album 7,2024-11-11,179840,33,,0.7487,0.6657,11,-5.088,0,0.0376,0.2561,0.0509,0.1743,0.1911,84.974,hiphop,True
syn_000095,Synthetic Track 95,Synthetic Artist 3,Synthetic Album 7,2025-12-12,234629,65,,0.5524,0.543,10,-3.862,0,0.0129,0.6497,0.0968,0.1506,0.4591,95.827,indie,True
syn_000096,Synthetic Track 96,Synthetic Artist 3,Synthetic Album 8,2018-01-13,218326,53,,0.6148,0.6821,7,-8.634,1,0.1731,0.3144,0.0188,0.0264,0.4669,89.519,hiphop,True
syn_000097,Synthetic Track 97,Synthetic Artist 3,Synthetic Album 8,2019-02-14,252647,64,,0.7003,0.7749,3,-5.918,0,0.1285,0.2272,0.0042,0.0698,0.4812,121.311,pop,True
syn_000098,Synthetic Track 98,Synthetic Artist 3,Synthetic Album 8,2020-03-15,192245,51,,0.7603,0.6653,7,-3.021,1,0.0679,0.2135,0.07,0.1548,0.5091,106.335,pop,True
syn_000099,Synthetic Track 99,Synthetic Artist 3,Synthetic Album 8,2021-04-16,218035,7,,0.674,0.3677,8,-8.044,1,0.2475,0.6668,0.5004,0.0441,0.158,86.08,lofi,True
syn_000100,Synthetic Track 100,Synthetic Artist 4,Synthetic Album 8,2022-05-17,278539,21,,0.4726,0.9256,3,-3.062,1,0.0021,0.0502,0.1337,0.5366,0.1803,144.501,metal,True
syn_000101,Synthetic Track 101,Synthetic Artist 4,Synthetic Album 8,2023-06-18,193674,34,,0.6782,0.8097,11,-4.466,1,0.1286,0.0,0.1303,0.0371,0.5871,76.702,rnb,True
syn_000102,Synthetic Track 102,Synthetic Artist 4,Synthetic Album 8,2024-07-19,224082,25,,0.5385,1.0,9,0.0,1,0.0445,0.0003,0.1867,0.1681,0.5602,127.954,rock,True
syn_000103,Synthetic Track 103,Synthetic Artist 4,Synthetic Album 8,2025-08-20,236114,48,,0.5276,0.3931,0,-8.756,1,0.0376,0.6396,0.717,0.1498,0.2234,69.29,lofi,True
syn_000104,Synthetic Track 104,Synthetic Artist 4,Synthetic Album 8,2018-09-21,204787,45,,0.4684,0.5271,9,-6.192,0,0.1325,0.4365,0.033,0.1596,0.2559,110.193,country,True
syn_000105,Synthetic Track 105,Synthetic Artist 4,Synthetic Album 8,2019-10-22,172952,27,,0.6507,0.6186,3,-5.949,1,0.0152,0.3164,0.106,0.7197,0.6617,120.527,rnb,True
syn_000106,Synthetic Track 106,Synthetic Artist 4,Synthetic Album 8,2020-11-23,221493,44,,0.6864,0.805,1,-2.079,0,0.0025,0.0924,0.5157,0.4792,0.4173,122.543,edm,True
syn_000107,Synthetic Track 107,Synthetic Artist 4,Synthetic Album 8,2021-12-24,270317,43,,0.5314,0.83,7,0.0,1,0.0835,0.062,0.2291,0.2833,0.5014,103.566,rock,True
syn_000108,Synthetic Track 108,Synthetic Artist 4,Synthetic Album 9,2022-01-25,217753,51,,0.7598,0.914,7,-1.576,1,0.0929,0.0,0.1015,0.2669,0.3325,115.06,pop,True
syn_000109,Synthetic Track 109,Synthetic Artist 4,Synthetic Album 9,2023-02-26,237004,87,,0.335,0.8723,8,-0.062,0,0.0436,0.0354,0.2505,0.1043,0.2838,162.154,metal,True
syn_000110,Synthetic Track 110,Synthetic Artist 4,Synthetic Album 9,2024-03-27,197017,61,,0.6313,1.0,4,-2.686,1,0.2951,0.0,0.3751,0.2727,0.6194,124.534,edm,True
syn_000111,Synthetic Track 111,Synthetic Artist 4,Synthetic Album 9,2025-04-28,224338,59,,0.5744,0.7524,1,0.0,0,0.078,0.0,0.0175,0.0514,0.5854,108.441,rock,True
syn_000112,Synthetic Track 112,Synthetic Artist 4,Synthetic Album 9,2018-05-01,183881,52,,0.7038,0.5749,2,-5.032,0,0.026,0.0,0.0409,0.3022,0.6846,71.538,hiphop,True
syn_000113,Synthetic Track 113,Synthetic Artist 4,Synthetic Album 9,2019-06-02,197347,32,,0.4365,0.4906,4,-8.184,1,0.1069,0.6059,0.271,0.1022,0.0851,107.587,indie,True
syn_000114,Synthetic Track 114,Synthetic Artist 4,Synthetic Album 9,2020-07-03,288180,42,,0.5332,0.871,3,0.0,0,0.0102,0.0,0.0413,0.078,0.7495,109.261,pop,True
syn_000115,Synthetic Track 115,Synthetic Artist 4,Synthetic Album 9,2021-08-04,212117,54,,0.2651,0.7068,1,-8.066,1,0.0013,0.4671,0.162,0.0296,0.7584,92.067,jazz,True
syn_000116,Synthetic Track 116,Synthetic Artist 4,Synthetic Album 9,2022-09-05,213374,99,,0.4548,0.5472,2,-2.526,1,0.1194,0.4829,0.0814,0.2699,0.5489,105.628,country,True
syn_000117,Synthetic Track 117,Synthetic Artist 4,Synthetic Album 9,2023-10-06,183505,76,,0.5762,0.3089,8,-7.115,1,0.0347,0.2347,0.0549,0.3747,0.1671,121.584,rnb,True
syn_000118,Synthetic Track 118,Synthetic Artist 4,Synthetic Album 9,2024-11-07,284079,61,,0.8341,0.5239,1,-7.348,0,0.8404,0.0344,0.0732,0.2615,0.4433,105.488,hiphop,True
syn_000119,Synthetic Track 119,Synthetic Artist 4,Synthetic Album 9,2025-12-08,224770,73,,0.2694,0.6685,4,-5.396,0,0.0009,0.1775,0.0043,0.0148,0.3355,128.826,indie,True
syn_000120,Synthetic Track 120,Synthetic Artist 4,Synthetic Album 10,2018-01-09,295148,81,,0.506,0.7362,0,-4.769,1,0.193,0.4509,0.0149,0.0649,0.527,125.153,indie,True
syn_000121,Synthetic Track 121,Synthetic Artist 4,Synthetic Album 10,2019-02-10,215165,44,,0.6529,0.3777,1,-9.914,0,0.2554,0.5056,0.1076,0.0711,0.2586,84.359,rnb,True
syn_000122,Synthetic Track 122,Synthetic Artist 4,Synthetic Album 10,2020-03-11,241464,38,,0.572,0.7003,4,-4.7,0,0.0951,0.2626,0.0482,0.3222,0.44,116.253,pop,True
syn_000123,Synthetic Track 123,Synthetic Artist 4,Synthetic Album 10,2021-04-12,202835,61,,0.8108,0.3422,7,-9.055,0,0.1755,0.0944,0.0863,0.0281,0.4306,111.34,hiphop,True
syn_000124,Synthetic Track 124,Synthetic Artist 4,Synthetic Album 10,2022-05-13,201950,47,,0.7269,0.8313,6,0.0,1,0.0005,0.1263,0.1989,0.0824,0.2393,119.042,pop,True
syn_000125,Synthetic Track 125,Synthetic Artist 5,Synthetic Album 10,2023-06-14,202752,54,,0.7892,0.7966,4,-1.405,0,0.1016,0.0,0.2988,0.2978,0.4657,130.446,edm,True
syn_000126,Synthetic Track 126,Synthetic Artist 5,Synthetic Album 10,2024-07-15,184650,67,,0.7156,0.8511,5,-0.97,0,0.1183,0.0,0.0155,0.1037,0.4667,95.822,hiphop,True
syn_000127,Synthetic Track 127,Synthetic Artist 5,Synthetic Album 10,2025-08-16,307670,26,,0.7821,0.8016,0,-5.503,1,0.0043,0.0012,0.0007,0.1156,0.5768,130.84,pop,True
syn_000128,Synthetic Track 128,Synthetic Artist 5,Synthetic Album 10,2018-09-17,277171,45,,0.522,0.8721,3,0.0,1,0.1835,0.3507,0.0061,0.5497,0.4682,93.452,pop,True
syn_000129,Synthetic Track 129,Synthetic Artist 5,Synthetic Album 10,2019-10-18,294178,48,,0.5333,0.6894,1,-3.163,0,0.0011,0.0758,0.0766,0.3109,0.134,116.053,indie,True
syn_000130,Synthetic Track 130,Synthetic Artist 5,Synthetic Album 10,2020-11-19,174202,66,,0.5012,0.8378,2,-1.526,1,0.0074,0.0589,0.0216,0.3495,0.4556,123.108,pop,True
syn_000131,Synthetic Track 131,Synthetic Artist 5,Synthetic Album 10,2021-12-20,169069,13,,0.2268,0.9558,5,-3.392,0,0.0341,0.1027,0.2027,0.1022,0.3948,190.36,metal,True
syn_000132,Synthetic Track 132,Synthetic Artist 5,Synthetic Album 11,2022-01-21,212344,62,,0.6531,0.3936,0,-12.518,1,0.0647,0.0,0.0135,0.2701,0.6907,142.948,indie,True
syn_000133,Synthetic Track 133,Synthetic Artist 5,Synthetic Album 11,2023-02-22,287422,46,,0.8196,0.6612,11,0.0,1,0.0033,0.0,0.0561,0.0872,0.6971,89.751,hiphop,True
